,overall
5639,4.0
6860,3.0
1307,3.0
4770,4.0
1030,3.0
18303,3.0
20975,5.0
10411,2.0
22294,5.0
3211,5.0
4902,2.0
7578,5.0
5630,5.0
7484,3.0
15758,4.0
16850,4.0
3335,5.0
17147,5.0
9512,5.0
8817,5.0
10774,1.0
8461,3.0
1842,5.0
5082,5.0
736,4.0
13517,5.0
21839,4.0
6126,2.0
11756,4.0
11528,4.0
10186,5.0
8063,4.0
15507,5.0
4159,5.0
10871,5.0
10511,5.0
11445,5.0
10739,5.0
16754,5.0
8690,5.0
6786,4.0
10117,5.0
1985,5.0
7453,5.0
8303,4.0
16917,3.0
9255,5.0
4124,5.0
16982,2.0
15671,5.0
16709,5.0
8271,5.0
23663,1.0
14008,4.0
9732,2.0
17464,5.0
17221,3.0
12153,2.0
17936,5.0
10898,4.0
3181,5.0
22004,4.0
19715,4.0
11835,5.0
22271,5.0
19430,3.0
8577,4.0
20402,5.0
20078,5.0
12021,2.0
1676,5.0
22522,5.0
16516,4.0
879,4.0
1860,5.0
10998,5.0
23106,4.0
15793,5.0
21441,5.0
15137,1.0
17850,1.0
3083,4.0
9631,4.0
3514,5.0
22855,3.0
1205,4.0
18345,2.0
2978,5.0
15787,4.0
3820,5.0
18066,4.0
7156,5.0
4069,5.0
16615,5.0
17784,4.0
3931,5.0
17968,5.0
9962,3.0
7605,5.0
10223,5.0
7619,5.0
6148,4.0
20293,4.0
9224,5.0
13148,4.0
20047,4.0
2514,5.0
14065,5.0
17269,2.0
4376,5.0
3228,5.0
844,5.0
15667,5.0
12156,5.0
15004,4.0
9532,1.0
2659,5.0
3620,5.0
7059,1.0
17186,4.0
10332,5.0
8617,5.0
13882,1.0
12158,5.0
21383,5.0
11269,4.0
18339,2.0
20593,5.0
991,5.0
7738,5.0
5632,3.0
15022,3.0
3827,4.0
18897,2.0
11121,4.0
10654,4.0
10065,5.0
15560,5.0
2139,5.0
19938,4.0
14375,3.0
1470,5.0
15253,4.0
59,5.0
21041,4.0
22815,5.0
9197,4.0
20930,5.0
3330,5.0
21223,5.0
842,2.0
145,5.0
14963,1.0
22222,1.0
23805,3.0
15595,5.0
17098,5.0
22857,5.0
9559,1.0
5631,5.0
5369,4.0
1775,5.0
14038,5.0
5266,5.0
18692,4.0
15217,5.0
3426,5.0
12873,2.0
8827,5.0
19939,3.0
4327,5.0
7921,5.0
11730,2.0
2733,5.0
875,5.0
3516,5.0
10226,5.0
876,5.0
21835,5.0
4104,4.0
2817,4.0
12584,5.0
7656,5.0
5134,5.0
9310,5.0
17453,5.0
10345,5.0
7166,5.0
15210,5.0
7742,5.0
23070,4.0
21470,3.0
19839,5.0
476,5.0
7603,4.0
545,5.0
15483,3.0
9121,5.0
20864,5.0
5340,3.0
18872,4.0
16138,2.0
22095,4.0
3891,5.0
22788,4.0
10135,5.0
3213,4.0
17746,4.0
17816,5.0
12764,5.0
5843,5.0
17837,1.0
3216,5.0
18623,5.0
1486,5.0
9505,2.0
14233,3.0
12278,5.0
20179,1.0
7109,5.0
3338,5.0
394,5.0
14927,4.0
20221,2.0
14351,1.0
5028,4.0
646,5.0
7048,2.0
22559,5.0
9213,5.0
7862,5.0
13454,1.0
12892,3.0
9610,5.0
10966,5.0
9748,4.0
16018,1.0
23201,5.0
19218,2.0
12270,5.0
17037,5.0
22475,5.0
12265,5.0
6033,5.0
13225,5.0
5917,5.0
15209,5.0
23053,3.0
17983,3.0
3994,5.0
5729,5.0
18729,4.0
965,5.0
13196,1.0
8802,5.0
19918,5.0
23226,5.0
785,5.0
1417,4.0
20829,5.0
6134,5.0
16024,5.0
194,4.0
6077,5.0
21649,5.0
15974,3.0
10537,4.0
10415,5.0
15215,4.0
11580,4.0
2823,5.0
20420,4.0
6633,5.0
19787,5.0
15148,1.0
14633,5.0
8825,5.0
9206,5.0
5567,5.0
14920,4.0
12640,5.0
10450,4.0
11222,3.0
5577,5.0
1153,4.0
17764,4.0
5919,5.0
22031,5.0
12485,3.0
15639,3.0
6051,5.0
18788,5.0
6266,3.0
7212,5.0
21352,4.0
2739,5.0
18245,5.0
19527,3.0
2094,4.0
13002,5.0
1372,3.0
10110,5.0
2437,5.0
435,5.0
23126,5.0
13880,5.0
20562,5.0
5809,5.0
12323,5.0
15657,3.0
9108,4.0
14335,1.0
19744,1.0
4821,4.0
8285,4.0
22902,4.0
5678,5.0
5127,5.0
20711,5.0
3226,5.0
13733,5.0
23297,4.0
21306,4.0
8779,5.0
14748,4.0
2906,3.0
12803,5.0
2221,5.0
1663,3.0
10644,2.0
142,3.0
6974,5.0
21790,5.0
22725,4.0
4151,5.0
18598,5.0
20313,4.0
7169,3.0
22528,5.0
3276,5.0
19323,4.0
847,5.0
11080,5.0
21205,4.0
19846,3.0
46,4.0
9865,5.0
9038,5.0
1199,5.0
18537,5.0
9172,1.0
10160,1.0
21709,5.0
3750,4.0
5110,5.0
2536,5.0
1332,5.0
21679,3.0
12776,5.0
17260,4.0
6082,5.0
4103,5.0
15876,4.0
18003,1.0
11366,3.0
11406,3.0
6468,5.0
20064,5.0
15062,4.0
13978,5.0
5604,5.0
1613,5.0
12896,3.0
18258,2.0
22076,5.0
22026,5.0
22503,4.0
8823,5.0
14148,5.0
17947,5.0
7794,4.0
9409,5.0
4948,5.0
7244,5.0
7174,5.0
5784,5.0
18411,3.0
6168,5.0
5059,4.0
8739,5.0
1661,5.0
14021,5.0
1556,4.0
278,5.0
1398,4.0
15121,4.0
21928,3.0
17413,2.0
6954,5.0
8282,5.0
17585,4.0
9827,4.0
14442,5.0
21064,5.0
7533,3.0
23523,5.0
3537,5.0
18101,5.0
10144,5.0
5176,5.0
5462,4.0
14655,3.0
1970,5.0
20302,5.0
8378,5.0
14181,3.0
2204,5.0
12555,5.0
18652,5.0
1881,4.0
13598,4.0
15901,1.0
16164,5.0
17110,5.0
17603,3.0
14939,5.0
19104,5.0
4314,5.0
7038,5.0
17365,4.0
9376,2.0
10111,5.0
13276,5.0
20314,5.0
18165,5.0
10856,5.0
23044,4.0
17912,2.0
6030,4.0
2091,5.0
221,5.0
15370,5.0
2085,5.0
12257,5.0
7482,5.0
23473,3.0
1485,5.0
13250,2.0
1142,4.0
15701,2.0
5,1.0
1043,5.0
4982,4.0
2878,5.0
23563,5.0
14777,5.0
20541,3.0
2848,4.0
18568,3.0
12199,4.0
8545,5.0
2727,5.0
60,5.0
18139,5.0
19117,5.0
15685,5.0
22596,5.0
6276,4.0
17904,3.0
7536,5.0
22268,4.0
3846,5.0
15114,4.0
22564,5.0
14716,2.0
11893,5.0
11257,5.0
1069,5.0
13034,5.0
13257,4.0
20790,3.0
7529,5.0
5550,5.0
16365,5.0
21022,1.0
10690,5.0
1493,3.0
15771,4.0
5740,5.0
13578,3.0
12123,3.0
11241,3.0
17696,4.0
9612,1.0
20189,4.0
9817,4.0
20083,3.0
17366,4.0
8584,5.0
12549,5.0
11593,4.0
7017,4.0
8439,4.0
22807,4.0
6024,4.0
10041,5.0
558,3.0
22370,5.0
86,5.0
8995,5.0
21399,5.0
5870,5.0
5422,5.0
4332,5.0
21468,4.0
6270,3.0
21074,4.0
19926,4.0
19291,5.0
1251,5.0
15244,3.0
4223,5.0
13296,5.0
21534,5.0
10088,5.0
15804,3.0
5794,5.0
19434,3.0
10518,3.0
12371,5.0
19458,5.0
11205,5.0
23216,5.0
18855,4.0
20095,5.0
23711,5.0
13528,1.0
14914,4.0
18847,4.0
14082,2.0
22642,3.0
437,5.0
7144,5.0
4561,5.0
20391,4.0
15888,5.0
17163,5.0
10969,5.0
2902,5.0
1099,5.0
23383,5.0
3192,5.0
18704,5.0
19517,2.0
3281,5.0
2497,5.0
8141,5.0
8107,5.0
17885,3.0
4070,5.0
15116,4.0
3936,5.0
5945,4.0
3375,5.0
14690,5.0
8153,4.0
19127,4.0
8984,5.0
146,5.0
11351,5.0
8933,5.0
11132,4.0
10938,4.0
13396,4.0
16145,4.0
16418,3.0
4442,4.0
8962,5.0
14150,4.0
8406,5.0
19639,3.0
11477,2.0
19649,5.0
3815,5.0
21070,3.0
12541,4.0
19351,5.0
7575,5.0
7297,4.0
2986,3.0
7148,4.0
19947,4.0
20040,4.0
2161,4.0
11906,4.0
17962,1.0
3092,5.0
3129,5.0
1158,4.0
12837,4.0
1872,5.0
6359,5.0
14657,4.0
15601,5.0
22072,5.0
1049,5.0
16268,4.0
16566,3.0
11907,4.0
13391,5.0
3639,2.0
67,1.0
23452,4.0
14662,5.0
4077,5.0
6095,4.0
21506,4.0
6690,5.0
21418,2.0
10389,3.0
21988,5.0
22969,2.0
8839,5.0
22096,4.0
2930,5.0
14732,5.0
7268,4.0
13394,4.0
11643,4.0
20418,5.0
4261,4.0
1780,5.0
23393,4.0
11877,4.0
8750,3.0
15952,4.0
8250,5.0
11737,3.0
3676,5.0
17969,4.0
12972,5.0
5099,4.0
22710,4.0
21647,3.0
8020,5.0
15052,3.0
5806,5.0
16041,3.0
10963,5.0
19814,5.0
7783,4.0
22599,4.0
12848,5.0
10834,5.0
12887,5.0
3057,5.0
22813,2.0
17209,4.0
11710,5.0
20849,4.0
7487,5.0
17062,4.0
15944,3.0
9701,5.0
22980,5.0
19401,4.0
5500,4.0
10141,5.0
1213,1.0
14019,4.0
780,5.0
14720,5.0
10674,5.0
3561,5.0
3682,5.0
6665,5.0
8604,3.0
21836,4.0
719,5.0
1207,3.0
10571,5.0
15373,5.0
11239,5.0
13877,4.0
11748,3.0
11410,4.0
11671,2.0
14178,3.0
390,5.0
19370,5.0
22878,1.0
7647,4.0
18566,5.0
9420,3.0
9641,4.0
12620,4.0
12244,5.0
13201,3.0
6514,3.0
11545,5.0
13125,5.0
8108,4.0
23701,5.0
20810,3.0
5342,5.0
16208,1.0
18839,5.0
19216,5.0
20154,5.0
20121,1.0
5571,2.0
20953,5.0
14417,5.0
11689,5.0
9094,5.0
6591,5.0
10386,5.0
9303,4.0
5956,5.0
7934,5.0
3863,4.0
13839,4.0
13488,5.0
8437,4.0
8885,1.0
4973,3.0
13480,5.0
14972,5.0
2281,5.0
18024,5.0
2981,5.0
7951,5.0
20647,5.0
3747,5.0
8840,4.0
18584,5.0
4015,3.0
22597,3.0
5883,5.0
17815,4.0
22309,4.0
11111,4.0
7881,5.0
16334,5.0
12959,4.0
3628,2.0
5944,5.0
14015,2.0
17766,1.0
20061,3.0
11107,2.0
11065,5.0
23162,5.0
1443,2.0
16239,3.0
3323,5.0
21884,5.0
8805,5.0
1947,5.0
4581,5.0
19638,5.0
12076,4.0
1383,4.0
18701,5.0
1745,4.0
19528,4.0
21413,5.0
7769,4.0
8212,4.0
1969,5.0
6260,5.0
6615,4.0
23012,4.0
9017,4.0
13288,5.0
5766,5.0
18016,4.0
18015,5.0
8517,4.0
21511,4.0
6567,5.0
13018,3.0
10419,4.0
5132,4.0
5775,1.0
6174,4.0
13484,5.0
18886,4.0
1586,5.0
11602,5.0
11541,5.0
12174,5.0
1184,5.0
3496,2.0
6729,5.0
2128,3.0
15930,4.0
16126,3.0
15094,5.0
17809,5.0
18431,3.0
4854,3.0
14736,4.0
1366,5.0
15238,2.0
8113,5.0
4206,5.0
18806,5.0
21543,4.0
19784,4.0
20942,5.0
4893,2.0
6009,5.0
7456,5.0
14022,5.0
18925,4.0
21440,2.0
7700,5.0
3500,5.0
12444,4.0
23047,1.0
14755,5.0
16439,5.0
10835,4.0
7368,4.0
6191,5.0
7310,5.0
18975,3.0
15440,4.0
22033,4.0
13755,3.0
7062,3.0
12119,4.0
4813,4.0
14443,5.0
5747,5.0
12054,4.0
15499,2.0
15565,5.0
14134,4.0
13529,2.0
9869,3.0
905,4.0
7871,5.0
18391,4.0
12841,5.0
6145,5.0
22339,3.0
1171,5.0
17404,4.0
21625,3.0
7050,3.0
16778,2.0
16288,3.0
19077,4.0
14491,3.0
22087,5.0
12219,5.0
10426,5.0
5908,5.0
11145,5.0
4402,4.0
23800,3.0
11621,4.0
15669,5.0
20797,4.0
515,4.0
9180,5.0
6119,4.0
19393,2.0
8227,5.0
4290,4.0
3657,3.0
21364,4.0
5717,5.0
18297,3.0
19518,5.0
6288,2.0
16662,4.0
4320,5.0
15883,1.0
2805,4.0
2053,5.0
22507,1.0
9378,5.0
16494,5.0
1524,5.0
2238,5.0
19889,4.0
18612,4.0
16510,5.0
11139,4.0
1714,4.0
17628,5.0
5888,4.0
2004,5.0
19842,3.0
2670,5.0
5992,5.0
10344,4.0
16854,3.0
7234,4.0
15662,5.0
16468,5.0
11439,1.0
6044,4.0
472,5.0
21349,1.0
9567,5.0
479,5.0
12951,4.0
8552,5.0
21636,3.0
17410,5.0
588,5.0
23367,5.0
12801,4.0
7061,5.0
8741,4.0
1931,4.0
9764,5.0
18330,5.0
853,5.0
5993,5.0
12035,3.0
15992,5.0
1047,5.0
5196,5.0
19793,5.0
7788,4.0
2813,5.0
6329,5.0
9220,5.0
15220,5.0
6484,1.0
15308,5.0
12135,4.0
16006,4.0
19199,5.0
12084,5.0
21423,5.0
11603,5.0
4097,5.0
8298,5.0
20527,5.0
2255,4.0
10198,1.0
7452,5.0
19669,4.0
21094,5.0
17244,4.0
22805,5.0
19681,5.0
12621,2.0
23802,5.0
851,5.0
22585,5.0
14510,4.0
11681,3.0
18244,5.0
21274,4.0
9574,5.0
11438,1.0
20182,5.0
2994,5.0
14125,2.0
12036,3.0
3121,5.0
9347,1.0
2251,3.0
7861,5.0
17832,5.0
21622,5.0
23100,5.0
10023,5.0
9358,5.0
8627,5.0
7207,5.0
5913,5.0
9231,3.0
22883,5.0
7367,5.0
18396,4.0
20580,4.0
16878,5.0
14579,5.0
9331,5.0
1707,4.0
8612,3.0
9008,3.0
7919,4.0
2770,4.0
15746,5.0
1296,4.0
7181,5.0
18691,5.0
3865,5.0
7909,5.0
2320,5.0
806,4.0
127,5.0
2503,3.0
14436,5.0
20143,5.0
924,5.0
21521,5.0
9894,5.0
19082,5.0
16616,5.0
6898,5.0
12839,3.0
14846,4.0
9228,5.0
22688,5.0
7462,5.0
4300,5.0
18533,5.0
7504,5.0
3813,4.0
13156,4.0
15204,5.0
6446,5.0
6091,5.0
13347,4.0
2712,5.0
18112,3.0
1253,5.0
17161,5.0
16111,5.0
13527,1.0
4412,4.0
23426,5.0
19584,2.0
5346,5.0
12950,4.0
5976,5.0
2029,5.0
11183,3.0
3760,5.0
19864,4.0
5471,5.0
3708,5.0
668,5.0
5226,3.0
977,5.0
10284,2.0
14532,1.0
7517,3.0
18204,4.0
3688,3.0
5039,4.0
3579,5.0
7709,5.0
4590,5.0
2847,5.0
22638,1.0
5473,4.0
7668,5.0
11753,4.0
15111,4.0
21514,1.0
16300,5.0
19761,5.0
502,3.0
16746,4.0
9600,5.0
7028,5.0
6610,5.0
10989,3.0
22898,5.0
489,5.0
2415,3.0
20346,5.0
16054,5.0
16273,5.0
9652,5.0
11814,4.0
15598,5.0
6071,5.0
22265,4.0
23029,5.0
1252,5.0
13081,4.0
5734,5.0
16211,3.0
8389,1.0
10,4.0
6041,5.0
22043,1.0
15152,4.0
19384,5.0
4937,5.0
14845,4.0
20139,5.0
9982,5.0
5418,5.0
23267,5.0
5464,5.0
14273,2.0
20416,5.0
17593,5.0
9911,3.0
9603,5.0
9397,4.0
23796,5.0
16431,3.0
20830,5.0
9157,5.0
14949,4.0
22013,5.0
16535,4.0
21892,3.0
4535,4.0
375,4.0
6525,2.0
8900,5.0
17433,5.0
16165,4.0
14086,5.0
544,5.0
22595,4.0
16825,4.0
5574,5.0
22753,5.0
8232,5.0
4789,4.0
4509,2.0
16453,3.0
19173,1.0
13443,5.0
7974,5.0
22373,5.0
23539,5.0
12433,1.0
20807,5.0
16,3.0
14350,4.0
9100,5.0
6817,4.0
788,5.0
15017,3.0
7393,5.0
19568,3.0
22766,2.0
11709,5.0
22404,4.0
18933,4.0
18540,5.0
900,4.0
6401,4.0
8092,5.0
8438,5.0
5761,5.0
10496,4.0
15640,3.0
1358,4.0
14806,1.0
18684,5.0
8618,5.0
14961,4.0
23230,5.0
10742,5.0
4098,5.0
841,5.0
1617,4.0
8431,1.0
11098,5.0
2345,5.0
18673,3.0
444,5.0
22384,4.0
9457,5.0
23399,3.0
15179,5.0
17932,5.0
22803,5.0
11529,5.0
3446,4.0
11412,5.0
16661,4.0
20117,1.0
11726,4.0
8031,5.0
3170,5.0
17631,4.0
10807,5.0
16260,4.0
7348,5.0
8653,5.0
22908,4.0
2649,2.0
3949,4.0
18512,5.0
19064,5.0
6632,5.0
8082,5.0
15225,3.0
5950,5.0
16845,4.0
19399,5.0
19550,5.0
12553,5.0
532,4.0
7281,4.0
12104,4.0
3152,4.0
5593,5.0
16900,5.0
3442,3.0
18724,3.0
10059,4.0
11497,3.0
20592,5.0
23532,5.0
7164,5.0
11921,5.0
11931,4.0
22468,3.0
9511,5.0
13708,5.0
20805,1.0
6886,5.0
17248,5.0
10647,5.0
3915,4.0
10473,3.0
9156,5.0
648,4.0
4968,4.0
15164,4.0
9106,5.0
6112,4.0
8909,4.0
7445,4.0
20056,5.0
17360,5.0
15645,2.0
7084,4.0
19050,1.0
16167,4.0
5971,4.0
4170,4.0
4974,4.0
1964,5.0
9342,5.0
18040,5.0
22018,4.0
11306,5.0
8104,5.0
3971,5.0
21776,5.0
11638,4.0
1933,5.0
13027,5.0
18680,5.0
21937,5.0
9978,2.0
18087,4.0
2335,4.0
15607,2.0
8284,4.0
9899,5.0
20535,4.0
22230,4.0
23462,3.0
3316,5.0
8955,5.0
22135,5.0
11738,3.0
17021,5.0
14654,5.0
12459,4.0
6449,5.0
3174,5.0
18205,3.0
7450,4.0
2815,5.0
4768,4.0
8658,5.0
22133,4.0
23222,3.0
21479,3.0
15584,4.0
20309,4.0
10245,5.0
18483,5.0
9304,4.0
1078,4.0
10899,4.0
21921,5.0
2723,5.0
16598,4.0
11918,5.0
2063,5.0
22623,4.0
21717,4.0
21727,4.0
6187,5.0
11589,5.0
17259,4.0
7802,5.0
7710,5.0
7141,3.0
7589,5.0
6065,5.0
4742,1.0
13797,3.0
23718,5.0
1119,5.0
6421,5.0
3889,4.0
17874,4.0
951,5.0
11916,4.0
23365,5.0
20447,3.0
22730,5.0
1923,5.0
5074,5.0
17788,2.0
716,5.0
6492,5.0
21608,4.0
12573,4.0
7150,5.0
20878,3.0
5741,5.0
22700,3.0
19712,5.0
10466,1.0
12858,5.0
10236,5.0
18920,4.0
20018,5.0
6179,5.0
1317,5.0
13876,5.0
4983,2.0
9269,4.0
19299,5.0
14308,3.0
15453,5.0
6284,5.0
7937,5.0
15045,5.0
6454,5.0
20239,5.0
16070,5.0
18823,4.0
1198,5.0
8537,5.0
19318,5.0
21833,5.0
9986,5.0
1214,5.0
18035,3.0
13412,5.0
4633,5.0
5923,5.0
20581,4.0
4728,5.0
3190,5.0
23143,1.0
18274,4.0
8496,5.0
1163,5.0
17894,4.0
15034,4.0
10509,3.0
16033,4.0
14783,5.0
17577,5.0
19934,5.0
5562,5.0
15518,5.0
20915,5.0
8228,5.0
11731,5.0
10601,2.0
15149,4.0
18086,4.0
21862,4.0
13507,3.0
16731,4.0
10433,4.0
6064,3.0
7472,5.0
13854,5.0
2573,4.0
17427,2.0
23549,5.0
11120,5.0
17495,5.0
17767,4.0
14505,5.0
8711,5.0
3909,5.0
11990,4.0
5381,3.0
15449,3.0
6724,5.0
19098,3.0
1902,4.0
16848,3.0
8138,5.0
1669,1.0
2634,4.0
5417,5.0
7922,5.0
3391,1.0
11790,5.0
6545,5.0
9952,4.0
4282,5.0
10148,4.0
16584,3.0
4824,5.0
6804,3.0
17281,4.0
14173,3.0
20887,4.0
8848,3.0
5190,3.0
14110,5.0
7020,5.0
22407,5.0
9110,5.0
9761,5.0
11374,5.0
19226,4.0
8003,3.0
10803,5.0
13577,3.0
1176,5.0
23613,5.0
7027,3.0
1784,5.0
5081,4.0
1009,4.0
13083,3.0
8155,5.0
5628,2.0
12750,5.0
2721,5.0
21613,2.0
20461,5.0
4325,3.0
773,5.0
10779,3.0
14915,4.0
4652,5.0
488,4.0
5669,5.0
4565,4.0
5362,5.0
14358,4.0
21670,5.0
2682,5.0
17135,4.0
20713,3.0
12706,5.0
10174,4.0
3242,5.0
12678,5.0
3363,5.0
16994,5.0
13987,4.0
11048,4.0
22888,2.0
11464,4.0
15711,3.0
22330,5.0
20218,5.0
393,4.0
7929,5.0
8602,5.0
7074,1.0
9126,5.0
13817,5.0
9316,5.0
18789,4.0
19112,3.0
14270,4.0
12638,5.0
4874,5.0
8935,4.0
18252,4.0
19349,5.0
12262,5.0
22696,5.0
18998,5.0
10427,5.0
11939,5.0
12029,5.0
18843,3.0
17954,5.0
23568,5.0
8718,5.0
17684,4.0
14126,2.0
15219,5.0
19769,5.0
15752,3.0
13809,5.0
9007,4.0
14995,4.0
22645,4.0
7330,5.0
10212,5.0
22876,5.0
22989,4.0
13516,5.0
12,5.0
11376,5.0
22363,5.0
16246,5.0
7290,5.0
9433,5.0
23110,4.0
16008,4.0
20403,5.0
18880,4.0
22245,1.0
17976,5.0
9744,4.0
16271,5.0
18688,4.0
11198,2.0
9568,5.0
533,5.0
12380,3.0
22499,5.0
2630,4.0
5363,5.0
18906,3.0
7723,5.0
17368,4.0
13456,4.0
18764,5.0
20759,5.0
14294,1.0
22998,4.0
19940,4.0
8279,5.0
23045,3.0
22032,5.0
18392,1.0
4743,4.0
22936,4.0
18515,4.0
7991,5.0
733,4.0
19999,5.0
7292,5.0
15028,4.0
12806,5.0
23448,3.0
19085,2.0
9725,3.0
2558,5.0
2325,4.0
22440,5.0
21881,5.0
9632,4.0
2680,5.0
3454,5.0
14599,5.0
17341,5.0
3443,5.0
6955,1.0
21798,4.0
2795,4.0
9553,1.0
10590,5.0
3679,3.0
21101,4.0
9162,3.0
16175,4.0
10231,3.0
4112,4.0
23036,3.0
22151,5.0
23541,5.0
13019,2.0
19628,4.0
10153,4.0
17699,4.0
22625,5.0
6799,5.0
22761,4.0
1012,4.0
12626,4.0
3311,4.0
4297,4.0
15110,3.0
19682,5.0
15587,3.0
17327,4.0
6755,4.0
21861,3.0
616,5.0
23799,4.0
16108,5.0
18173,4.0
13431,4.0
11079,5.0
21910,4.0
11844,5.0
16238,3.0
9733,1.0
591,5.0
23472,5.0
2985,5.0
16133,3.0
19095,5.0
18355,4.0
3617,5.0
8381,5.0
6453,5.0
19390,5.0
4512,4.0
12232,5.0
710,4.0
15621,2.0
16936,5.0
14297,5.0
12967,5.0
19525,4.0
5253,5.0
8917,4.0
21393,5.0
14112,5.0
4501,4.0
15438,5.0
9097,4.0
5138,5.0
21944,4.0
6356,4.0
8490,5.0
2233,5.0
1598,5.0
5186,5.0
2539,2.0
22667,5.0
9450,5.0
12327,4.0
6379,4.0
23330,4.0
4855,2.0
21058,5.0
15241,4.0
1133,4.0
10380,5.0
2989,5.0
3600,5.0
14127,4.0
20882,5.0
15540,4.0
7339,4.0
5679,5.0
17721,5.0
19411,5.0
22180,4.0
6597,3.0
19439,2.0
20658,5.0
21574,5.0
13643,4.0
13365,4.0
14395,5.0
7327,4.0
20396,4.0
20063,4.0
10121,5.0
1221,2.0
6544,5.0
17931,5.0
12010,5.0
21394,4.0
15240,4.0
15630,4.0
21580,4.0
15252,5.0
13000,5.0
19023,5.0
1797,5.0
9798,5.0
12747,4.0
20951,2.0
22361,5.0
11359,4.0
691,3.0
19413,5.0
4101,5.0
275,5.0
10726,5.0
23279,5.0
4711,4.0
12805,5.0
6443,5.0
18373,4.0
337,5.0
1046,5.0
1816,5.0
4958,4.0
7720,5.0
18335,5.0
8513,5.0
9728,1.0
9976,2.0
10136,5.0
9785,5.0
474,4.0
22023,3.0
17583,5.0
20613,5.0
7827,5.0
5112,3.0
22887,5.0
1538,5.0
2907,5.0
18885,5.0
2378,5.0
10564,5.0
16599,5.0
19342,2.0
19063,4.0
16573,4.0
20406,4.0
10348,1.0
13313,4.0
13321,1.0
5965,5.0
8524,5.0
11082,5.0
21628,4.0
16775,4.0
789,5.0
10478,4.0
14541,4.0
14681,1.0
22759,5.0
23105,5.0
8689,5.0
6404,4.0
21447,5.0
9092,5.0
18985,5.0
12061,3.0
19400,3.0
9852,5.0
13341,4.0
9727,1.0
17370,4.0
2749,3.0
6695,2.0
21866,1.0
10722,5.0
20508,5.0
12306,5.0
11196,5.0
3850,5.0
20690,5.0
15315,2.0
13198,3.0
16649,5.0
3553,3.0
20831,1.0
21115,5.0
19526,4.0
19319,5.0
11680,3.0
4587,5.0
22409,4.0
10062,5.0
16552,4.0
16407,5.0
5896,5.0
14036,5.0
3613,5.0
4722,5.0
235,4.0
16974,5.0
5997,4.0
8709,5.0
12568,5.0
9912,3.0
19070,5.0
21719,4.0
12710,3.0
4331,4.0
15284,5.0
485,5.0
23581,5.0
23517,5.0
1799,5.0
19233,5.0
2883,4.0
1788,5.0
7653,5.0
15086,5.0
3996,3.0
11785,5.0
10357,4.0
5257,5.0
21144,4.0
6686,3.0
6501,5.0
14696,5.0
8401,4.0
2115,5.0
8453,5.0
13760,4.0
7923,5.0
7944,5.0
5837,5.0
23009,4.0
2515,5.0
14466,5.0
1760,3.0
22324,4.0
23536,5.0
17078,2.0
2553,4.0
8797,5.0
12768,5.0
2922,3.0
23171,4.0
22663,4.0
20833,4.0
3044,4.0
9405,5.0
14419,5.0
17272,5.0
15724,2.0
6790,5.0
22932,3.0
2501,5.0
14959,5.0
3897,4.0
1559,5.0
17255,5.0
20122,4.0
2809,5.0
106,3.0
17992,5.0
14544,5.0
9062,5.0
5229,5.0
2483,3.0
2381,5.0
3462,4.0
19570,4.0
18048,3.0
5121,5.0
13868,4.0
8110,5.0
11900,4.0
11346,4.0
22145,3.0
12591,5.0
20279,5.0
9636,2.0
9373,5.0
20956,5.0
6531,5.0
20473,5.0
4959,5.0
23302,4.0
9498,5.0
2736,3.0
23522,3.0
11349,4.0
4665,5.0
23150,4.0
11072,5.0
20439,5.0
14918,4.0
3164,5.0
946,5.0
19963,4.0
5615,5.0
11197,2.0
21161,5.0
21967,3.0
16102,5.0
11377,5.0
20057,1.0
14413,4.0
1203,5.0
23808,5.0
103,5.0
1466,3.0
2681,5.0
7733,5.0
12006,4.0
17383,4.0
18937,1.0
4,5.0
2361,5.0
23155,2.0
2692,2.0
13561,2.0
8163,3.0
14415,5.0
11829,3.0
17273,4.0
13779,3.0
12974,5.0
11333,4.0
12117,4.0
12811,4.0
3015,5.0
17267,4.0
19675,4.0
10700,5.0
12752,5.0
21943,5.0
5723,5.0
14597,5.0
20692,4.0
14391,4.0
20932,5.0
19780,3.0
17008,5.0
3109,5.0
5148,5.0
8512,4.0
7778,5.0
13714,4.0
4595,4.0
3470,4.0
11576,5.0
8960,4.0
4345,5.0
15486,5.0
22901,4.0
18765,4.0
11604,5.0
9615,3.0
2439,4.0
15951,4.0
2399,5.0
20166,5.0
914,5.0
21737,5.0
18182,4.0
9860,4.0
20873,5.0
1034,3.0
8049,5.0
20265,5.0
17680,4.0
22385,4.0
3741,4.0
17486,1.0
6173,4.0
11553,4.0
22713,5.0
19928,3.0
2708,5.0
18155,5.0
10821,4.0
9028,5.0
907,3.0
3504,4.0
7036,4.0
975,5.0
23289,3.0
23618,5.0
21475,5.0
19802,5.0
16088,4.0
5724,5.0
1495,4.0
9741,3.0
15446,5.0
18257,4.0
19445,3.0
15296,5.0
4502,3.0
15131,5.0
3479,5.0
1712,3.0
16173,4.0
14283,2.0
14674,2.0
15571,5.0
23382,4.0
11649,3.0
13497,5.0
8065,4.0
15008,5.0
10375,5.0
15010,5.0
12636,5.0
11683,3.0
5755,5.0
20315,4.0
400,5.0
17060,5.0
20853,3.0
19818,5.0
14475,4.0
17188,4.0
329,5.0
22104,4.0
18233,4.0
4560,5.0
703,4.0
122,5.0
