,overall
12349,2.0
5407,5.0
18453,3.0
20891,5.0
18946,5.0
8046,5.0
8151,5.0
20453,2.0
9846,5.0
12800,5.0
4790,4.0
14778,5.0
6076,5.0
21021,4.0
19446,4.0
20033,4.0
8501,5.0
12148,4.0
2592,5.0
21154,4.0
20718,5.0
3875,5.0
21837,5.0
6296,5.0
8790,4.0
8845,5.0
10825,5.0
2366,5.0
1548,5.0
23720,4.0
11342,3.0
6933,5.0
10534,4.0
22538,5.0
14300,5.0
445,5.0
21673,5.0
23232,5.0
18845,3.0
3104,4.0
9919,5.0
20642,4.0
18298,4.0
4072,4.0
17103,4.0
3824,5.0
15478,5.0
22495,5.0
2089,5.0
16469,5.0
11628,4.0
9838,4.0
4181,3.0
19623,5.0
3099,5.0
20286,5.0
14200,5.0
4910,2.0
6975,4.0
12519,4.0
14602,2.0
1611,5.0
16387,5.0
18430,4.0
6989,4.0
7538,5.0
6255,4.0
14028,5.0
20021,5.0
19275,4.0
4333,3.0
6378,5.0
16855,5.0
9474,5.0
367,5.0
7190,5.0
8772,5.0
15311,1.0
23694,5.0
7638,3.0
16760,1.0
21701,4.0
8346,5.0
21129,3.0
13913,3.0
16678,5.0
19257,3.0
21820,4.0
250,5.0
20965,5.0
3665,4.0
13601,3.0
29,5.0
4445,5.0
15040,3.0
11105,4.0
467,5.0
13922,4.0
1674,5.0
3437,5.0
41,3.0
12325,5.0
21855,3.0
16030,5.0
1603,1.0
4283,5.0
491,3.0
18738,4.0
18759,3.0
21977,5.0
18081,4.0
3855,4.0
5124,5.0
475,5.0
22172,4.0
13401,5.0
22915,4.0
16132,3.0
21834,1.0
28,5.0
942,5.0
3722,4.0
19752,5.0
4940,5.0
8008,5.0
11692,1.0
1678,5.0
12366,1.0
14938,5.0
1558,5.0
18069,1.0
21338,4.0
17517,5.0
8540,5.0
13961,4.0
16274,5.0
21775,5.0
19851,4.0
22070,5.0
12389,4.0
21174,4.0
1986,5.0
6353,4.0
542,5.0
15113,4.0
659,5.0
1453,5.0
516,5.0
14162,4.0
20603,5.0
13618,3.0
10784,2.0
19821,3.0
176,4.0
21588,4.0
23651,3.0
13263,3.0
9123,3.0
731,4.0
19234,5.0
19961,4.0
3954,5.0
1483,5.0
4583,4.0
5165,5.0
16335,4.0
1387,4.0
3261,5.0
7506,5.0
3983,1.0
22940,4.0
19536,4.0
6660,5.0
984,3.0
5068,4.0
9030,5.0
21287,5.0
9453,5.0
1914,4.0
23505,5.0
3785,5.0
1110,3.0
16289,3.0
4148,5.0
15523,4.0
9971,3.0
18816,3.0
21772,1.0
14576,3.0
16233,3.0
15600,4.0
4055,4.0
21156,5.0
21815,4.0
920,4.0
3450,5.0
14146,5.0
10387,4.0
6950,4.0
13210,3.0
4378,5.0
11510,5.0
18437,4.0
13866,4.0
9283,3.0
5399,4.0
15674,3.0
224,4.0
19538,5.0
14032,5.0
3588,2.0
573,4.0
6944,5.0
10125,3.0
4979,4.0
18774,5.0
9239,5.0
16223,5.0
11426,5.0
10715,5.0
2021,5.0
2696,3.0
4952,5.0
5475,5.0
11600,3.0
4046,5.0
15986,5.0
7569,4.0
13956,4.0
14229,5.0
12530,4.0
8074,5.0
23506,4.0
21523,4.0
2564,3.0
8220,5.0
4725,5.0
17532,4.0
14760,4.0
7375,3.0
8863,5.0
4641,5.0
14953,2.0
19974,4.0
1223,4.0
20622,5.0
8391,2.0
18782,3.0
3093,4.0
4313,4.0
6977,4.0
6885,4.0
17208,1.0
12390,4.0
23120,5.0
15385,5.0
5605,5.0
23285,5.0
2884,4.0
17624,3.0
8376,2.0
13890,4.0
22382,5.0
3047,5.0
19036,3.0
20180,5.0
19254,4.0
4129,5.0
1875,5.0
22651,1.0
11203,1.0
22498,5.0
21024,4.0
5920,5.0
4528,4.0
82,5.0
20962,4.0
6181,5.0
5505,5.0
6640,5.0
6476,5.0
10372,5.0
22511,2.0
17907,5.0
14879,3.0
9261,5.0
5152,4.0
5484,5.0
19174,5.0
17649,4.0
22866,2.0
20296,4.0
20703,5.0
18174,5.0
22616,5.0
18545,2.0
20943,4.0
1361,5.0
9148,5.0
16475,3.0
13749,3.0
3352,3.0
7895,4.0
11237,1.0
1734,5.0
12499,4.0
14185,2.0
527,4.0
10912,5.0
7285,4.0
18058,4.0
20010,4.0
6657,5.0
19539,4.0
22968,3.0
19415,4.0
7291,4.0
8999,5.0
7418,4.0
20624,5.0
9676,5.0
3279,4.0
19603,5.0
5490,5.0
2456,4.0
1093,5.0
14122,4.0
21228,5.0
6439,5.0
2545,5.0
17494,5.0
14003,5.0
19493,5.0
18751,4.0
15835,3.0
901,1.0
6477,4.0
13411,5.0
12309,2.0
7730,4.0
1813,5.0
20091,5.0
20376,4.0
19110,3.0
4152,5.0
14519,5.0
10158,4.0
21312,5.0
12446,5.0
16916,5.0
4938,5.0
18543,5.0
7178,5.0
19751,5.0
10482,5.0
3892,4.0
14837,1.0
6008,5.0
1281,5.0
17364,5.0
12663,5.0
11840,4.0
6482,5.0
18624,3.0
4275,5.0
4851,5.0
424,5.0
2775,5.0
16940,1.0
2650,3.0
10708,5.0
270,5.0
12633,5.0
7152,3.0
19478,4.0
15632,3.0
22117,5.0
7823,3.0
10308,5.0
16373,5.0
11926,5.0
2298,4.0
19486,3.0
18706,3.0
4346,5.0
22604,3.0
10249,3.0
1705,5.0
7114,4.0
19895,5.0
8756,5.0
1334,4.0
3237,5.0
6721,5.0
14009,5.0
22632,5.0
4085,5.0
6978,3.0
22044,4.0
7741,5.0
6990,4.0
7113,5.0
9970,4.0
18398,3.0
3107,5.0
21993,5.0
8258,4.0
21504,2.0
16317,4.0
11444,5.0
17948,4.0
16590,5.0
17789,3.0
7964,5.0
4087,5.0
6835,4.0
15397,2.0
9393,5.0
15908,5.0
14161,4.0
6257,4.0
19901,5.0
4975,5.0
1835,5.0
5242,2.0
14340,1.0
9046,5.0
16652,5.0
2765,4.0
8140,5.0
6478,5.0
7768,5.0
48,5.0
7948,5.0
7640,4.0
18010,5.0
12159,3.0
21269,4.0
4460,5.0
11517,5.0
3539,5.0
4418,3.0
174,4.0
13255,4.0
6213,4.0
18634,5.0
6848,5.0
6855,5.0
3518,5.0
11142,5.0
12756,5.0
16062,5.0
10090,2.0
17697,4.0
5271,5.0
5355,5.0
16436,4.0
1245,5.0
20897,3.0
17353,5.0
19287,5.0
20264,4.0
11808,4.0
14107,5.0
8001,5.0
16277,4.0
3511,3.0
6509,3.0
13320,5.0
13717,5.0
3298,5.0
18097,4.0
5237,2.0
17192,3.0
2159,5.0
9735,5.0
13195,1.0
3845,3.0
16252,3.0
4399,5.0
3841,3.0
20584,4.0
12777,5.0
14524,3.0
980,4.0
4966,4.0
9780,5.0
10987,5.0
12864,5.0
4901,5.0
22647,4.0
20594,5.0
17705,4.0
13625,5.0
2019,5.0
881,5.0
12501,5.0
13267,4.0
12227,5.0
17679,4.0
7355,5.0
18514,5.0
13495,5.0
21276,4.0
17695,4.0
2001,5.0
18505,4.0
10549,4.0
14330,3.0
19917,4.0
5878,5.0
2103,5.0
769,4.0
8958,5.0
20347,4.0
16025,3.0
2398,4.0
13451,5.0
4574,5.0
19885,5.0
14957,5.0
21237,5.0
16240,3.0
17204,5.0
21325,3.0
7678,5.0
1604,5.0
13971,4.0
12171,5.0
10204,5.0
11585,5.0
22537,5.0
14025,5.0
6896,5.0
10299,5.0
9908,4.0
22006,3.0
10452,5.0
18602,1.0
1051,5.0
5181,5.0
18157,5.0
21417,5.0
4322,5.0
21765,3.0
1525,5.0
9462,5.0
12384,4.0
9274,4.0
10214,5.0
15393,4.0
20183,3.0
16957,4.0
11494,5.0
10577,5.0
21341,5.0
18927,5.0
5408,5.0
6813,5.0
9426,3.0
15855,4.0
12197,2.0
9368,5.0
16832,5.0
19782,4.0
16790,3.0
17237,5.0
11017,3.0
22624,5.0
13050,3.0
10096,3.0
5667,5.0
4523,5.0
5491,4.0
1313,5.0
7636,5.0
7732,5.0
7424,5.0
7698,4.0
16356,3.0
11820,5.0
5722,5.0
20863,5.0
21499,3.0
18196,4.0
6158,5.0
21397,3.0
10752,5.0
6162,5.0
728,5.0
3331,5.0
4334,5.0
22726,5.0
11398,3.0
12453,4.0
20959,4.0
676,5.0
20432,4.0
9697,4.0
9840,4.0
22644,5.0
20345,4.0
19149,5.0
2763,4.0
10576,4.0
4391,5.0
14639,5.0
21897,5.0
1402,5.0
5326,5.0
3536,5.0
1979,5.0
6929,5.0
8500,5.0
8278,5.0
15533,5.0
14290,3.0
21000,3.0
3436,5.0
23443,5.0
22174,4.0
23677,4.0
7867,5.0
23083,3.0
15064,1.0
3783,5.0
9526,2.0
18675,4.0
20748,1.0
21415,3.0
5516,5.0
13772,5.0
21014,5.0
7705,4.0
8811,5.0
17064,5.0
17824,4.0
2065,5.0
18329,5.0
10660,3.0
1574,2.0
702,5.0
15890,4.0
14561,5.0
14786,4.0
16844,4.0
16645,5.0
536,5.0
6384,5.0
14591,3.0
19532,1.0
20458,5.0
21449,4.0
15840,5.0
15003,4.0
21384,4.0
23250,4.0
18132,4.0
6481,4.0
16078,4.0
12420,5.0
571,5.0
12026,5.0
1260,5.0
7965,5.0
19420,5.0
1693,5.0
12467,5.0
4485,5.0
23555,5.0
11968,5.0
17219,4.0
13958,4.0
669,5.0
20787,4.0
13672,4.0
1529,5.0
3838,5.0
10253,5.0
21171,3.0
7227,5.0
2457,5.0
17145,5.0
13950,4.0
7622,4.0
22581,3.0
17876,5.0
17466,2.0
6667,5.0
23790,2.0
16796,4.0
6097,4.0
324,5.0
5647,3.0
23689,4.0
15187,5.0
883,5.0
19983,4.0
18202,5.0
13572,3.0
17399,4.0
8522,5.0
14199,5.0
7703,2.0
23601,5.0
5538,5.0
23765,3.0
160,4.0
22282,4.0
19362,1.0
23412,3.0
16135,4.0
10429,5.0
11834,2.0
21122,5.0
8014,5.0
911,4.0
3920,3.0
8086,5.0
6385,5.0
15378,1.0
5661,5.0
19607,4.0
17899,5.0
17419,3.0
17601,3.0
5535,5.0
23458,2.0
22806,4.0
6656,4.0
17890,4.0
1750,5.0
3449,4.0
6346,3.0
19651,5.0
20467,4.0
562,5.0
14506,5.0
10251,5.0
23707,4.0
20393,4.0
21789,4.0
22693,5.0
14893,4.0
7065,5.0
3191,5.0
14917,4.0
6542,5.0
12773,4.0
8294,5.0
1992,5.0
21035,5.0
15322,5.0
17250,4.0
21631,4.0
448,5.0
2675,3.0
22302,3.0
19746,4.0
8507,5.0
699,5.0
14530,3.0
1956,5.0
15259,5.0
12672,5.0
11559,3.0
13518,5.0
3572,5.0
706,5.0
13723,5.0
15255,2.0
18143,5.0
3649,5.0
4933,5.0
4740,4.0
8159,5.0
21487,5.0
3486,3.0
23144,4.0
4856,4.0
14749,5.0
9818,4.0
4794,4.0
8735,5.0
2713,3.0
3487,4.0
12698,4.0
13441,3.0
18730,5.0
17521,5.0
724,5.0
9241,4.0
21391,5.0
18358,3.0
7749,3.0
9299,5.0
10463,3.0
18869,5.0
15946,1.0
7734,5.0
11764,5.0
12810,5.0
13879,5.0
178,5.0
12064,4.0
21655,5.0
3629,5.0
9256,5.0
20837,4.0
2836,4.0
18379,5.0
19619,5.0
22668,5.0
14606,5.0
21428,5.0
7009,5.0
7454,5.0
3728,4.0
17412,5.0
22615,5.0
12496,4.0
19883,5.0
16877,5.0
11897,1.0
12095,2.0
1796,5.0
14985,3.0
8977,4.0
6831,4.0
11129,5.0
2893,2.0
14039,5.0
9784,5.0
23560,5.0
16003,5.0
7597,5.0
8405,1.0
7912,5.0
15996,3.0
15364,5.0
15246,3.0
14752,4.0
19831,5.0
22069,5.0
7197,2.0
15654,3.0
22029,4.0
5708,5.0
20124,5.0
21783,5.0
16009,2.0
14958,5.0
13180,4.0
19860,5.0
6420,5.0
13103,1.0
13788,4.0
21530,5.0
5357,5.0
20069,5.0
21437,3.0
14225,4.0
14570,5.0
15046,5.0
8890,5.0
22823,4.0
18184,4.0
7317,4.0
9599,5.0
13306,4.0
22205,5.0
15610,4.0
21452,5.0
14666,2.0
4387,4.0
1990,5.0
4726,5.0
18131,3.0
3926,2.0
20400,5.0
19734,4.0
21952,5.0
2278,5.0
9528,4.0
8128,4.0
18254,2.0
22739,5.0
7404,5.0
16712,5.0
18899,5.0
7966,4.0
15504,5.0
3705,5.0
9188,4.0
12711,5.0
13587,4.0
10352,4.0
169,5.0
12375,4.0
22586,3.0
21738,3.0
20678,4.0
9051,4.0
23495,5.0
14118,3.0
22403,5.0
163,5.0
5170,5.0
13192,5.0
3108,5.0
3830,5.0
12685,5.0
17171,5.0
10798,5.0
20137,4.0
7177,5.0
14305,4.0
16820,2.0
7661,5.0
9718,4.0
9023,4.0
12566,4.0
14803,3.0
15348,4.0
10383,4.0
9655,4.0
16723,2.0
23025,5.0
8760,5.0
22671,2.0
23730,4.0
1340,4.0
14523,3.0
14797,4.0
20194,3.0
14301,4.0
380,5.0
6836,5.0
12360,2.0
299,5.0
1582,5.0
11401,2.0
20698,4.0
22640,4.0
2314,4.0
23521,4.0
10283,2.0
1534,5.0
18085,3.0
6341,5.0
19414,5.0
9993,5.0
10992,5.0
6708,3.0
11325,4.0
22676,3.0
7692,4.0
305,5.0
11574,5.0
10271,3.0
15070,5.0
3419,5.0
9418,5.0
5664,5.0
3637,5.0
6303,3.0
23331,5.0
10200,3.0
5525,5.0
23371,5.0
18141,5.0
18977,5.0
17172,5.0
18412,4.0
17309,2.0
15082,4.0
7878,5.0
2586,5.0
9002,5.0
21170,2.0
8176,5.0
8732,2.0
6711,5.0
8794,5.0
6634,5.0
19003,4.0
20664,5.0
9576,4.0
21633,4.0
11654,5.0
18726,2.0
20554,5.0
23586,2.0
8754,5.0
6641,5.0
14326,1.0
22178,4.0
17685,5.0
734,4.0
2120,4.0
22795,4.0
15399,5.0
17980,5.0
22402,4.0
11094,5.0
608,5.0
15552,4.0
12098,2.0
4421,5.0
5103,5.0
2332,5.0
3293,5.0
21708,5.0
13596,5.0
22706,4.0
849,5.0
21819,4.0
21213,4.0
10002,2.0
2207,5.0
15606,4.0
11586,5.0
3918,5.0
3272,5.0
11466,5.0
4073,1.0
9138,5.0
556,5.0
13996,5.0
12230,4.0
20839,5.0
18030,5.0
640,5.0
8894,5.0
3248,5.0
16303,4.0
10460,5.0
11974,5.0
15891,4.0
22278,5.0
21895,4.0
596,4.0
17099,4.0
21627,5.0
20165,5.0
17004,4.0
9001,4.0
19943,5.0
22653,5.0
16065,4.0
5143,5.0
2889,3.0
3019,5.0
14207,5.0
4175,5.0
11370,4.0
6161,5.0
12599,5.0
16069,5.0
1222,5.0
3594,5.0
12779,5.0
15726,5.0
15379,1.0
4497,1.0
21473,3.0
13915,5.0
15307,5.0
9983,4.0
4361,5.0
5450,5.0
9617,3.0
20822,4.0
11022,5.0
20079,4.0
14820,5.0
19722,4.0
17022,5.0
14261,3.0
20899,5.0
19459,4.0
14372,5.0
12110,3.0
1459,5.0
7546,1.0
12091,5.0
15073,4.0
12201,1.0
6398,4.0
10505,4.0
9352,5.0
13044,3.0
23165,5.0
17998,2.0
14097,4.0
6036,4.0
10107,5.0
2628,5.0
3193,5.0
6120,5.0
12238,5.0
4730,5.0
7815,1.0
13339,2.0
21599,5.0
16591,5.0
405,5.0
1751,3.0
6764,3.0
17950,5.0
19833,5.0
13448,3.0
22819,3.0
6745,5.0
1843,5.0
23735,4.0
15271,4.0
14476,4.0
7787,5.0
5588,5.0
19146,5.0
22953,5.0
19118,4.0
20632,1.0
12351,1.0
10782,2.0
2108,4.0
6407,5.0
12938,5.0
13188,5.0
19307,5.0
2808,5.0
8181,5.0
15096,5.0
13452,5.0
3258,5.0
5310,5.0
1593,5.0
11397,3.0
4238,2.0
22897,5.0
15334,4.0
22557,5.0
17351,5.0
23101,5.0
7030,4.0
6445,4.0
4403,3.0
2220,5.0
4956,4.0
6140,5.0
22141,4.0
14453,5.0
13026,5.0
147,4.0
23491,2.0
16265,2.0
9506,2.0
16933,1.0
3744,4.0
9643,4.0
3431,4.0
23558,5.0
14688,4.0
15713,5.0
1050,5.0
14911,5.0
2349,5.0
6733,5.0
17749,2.0
21375,5.0
10354,1.0
17236,4.0
17397,4.0
9461,5.0
15106,4.0
21020,5.0
1904,3.0
8371,2.0
21042,5.0
10400,4.0
7270,3.0
19979,5.0
8467,3.0
20693,4.0
1542,5.0
12964,4.0
11983,2.0
81,5.0
13450,2.0
17387,5.0
4141,5.0
21168,4.0
23191,5.0
22305,5.0
9975,2.0
9276,5.0
2791,5.0
3696,4.0
16606,4.0
8476,5.0
304,5.0
6982,5.0
13907,4.0
14751,4.0
19560,5.0
22874,5.0
15006,5.0
18747,4.0
22290,5.0
20763,5.0
15893,1.0
848,5.0
6364,5.0
11562,4.0
7104,5.0
17673,5.0
2620,5.0
49,5.0
16447,4.0
17596,5.0
22569,4.0
12032,4.0
21251,5.0
3349,4.0
7142,4.0
2403,4.0
22195,2.0
6007,5.0
12394,1.0
7434,5.0
3608,4.0
2112,5.0
17001,3.0
15000,5.0
15626,5.0
3887,5.0
8625,5.0
4554,4.0
16104,4.0
9118,5.0
11156,4.0
4986,5.0
10625,5.0
8666,4.0
2751,5.0
18199,4.0
23264,5.0
1621,5.0
4310,5.0
10469,5.0
14163,4.0
5259,3.0
3856,5.0
6810,2.0
15151,4.0
12911,4.0
6613,5.0
118,5.0
2972,5.0
19389,3.0
8115,5.0
20360,5.0
11249,5.0
13062,5.0
13132,5.0
16467,5.0
21616,5.0
3636,5.0
21291,4.0
12279,5.0
13912,5.0
16686,5.0
2249,4.0
22900,4.0
20210,5.0
1944,4.0
5216,3.0
10578,5.0
23280,5.0
9953,4.0
18744,4.0
16665,5.0
4615,4.0
20100,5.0
2688,4.0
14555,5.0
6879,5.0
14092,3.0
3453,4.0
6883,5.0
11460,4.0
8927,5.0
5836,5.0
20709,4.0
7503,4.0
177,5.0
6642,4.0
14189,4.0
4584,5.0
9338,2.0
2595,5.0
11055,4.0
12075,4.0
11848,4.0
3576,5.0
7055,3.0
23174,4.0
21502,4.0
7301,4.0
15477,5.0
1708,5.0
3881,5.0
6532,5.0
12544,4.0
8158,5.0
9020,4.0
5275,5.0
13382,4.0
18883,5.0
15983,5.0
21769,4.0
15558,5.0
8737,5.0
20422,3.0
19137,4.0
325,1.0
10238,5.0
2118,5.0
21853,5.0
14030,5.0
21263,4.0
7650,4.0
11975,3.0
3812,5.0
6961,4.0
13287,5.0
19211,3.0
4074,5.0
23655,5.0
11550,5.0
9074,3.0
5066,5.0
11256,5.0
12639,5.0
23294,5.0
580,5.0
15143,1.0
7125,4.0
6519,5.0
6113,5.0
17114,4.0
9561,4.0
6808,5.0
5686,5.0
4857,5.0
10750,1.0
16715,4.0
12924,2.0
14615,5.0
8191,5.0
6847,5.0
5689,5.0
8255,5.0
16193,2.0
15943,3.0
8881,4.0
9488,4.0
20320,5.0
13324,3.0
22009,1.0
9670,5.0
20504,3.0
18784,4.0
1116,4.0
19328,5.0
13845,4.0
2663,5.0
8417,5.0
3680,5.0
14747,4.0
7809,5.0
3372,5.0
22443,5.0
19678,4.0
20119,3.0
16697,5.0
7595,5.0
21978,5.0
6767,4.0
20174,5.0
10636,5.0
9306,5.0
5937,5.0
3822,5.0
4826,5.0
17396,5.0
17109,5.0
22107,4.0
16537,4.0
12772,5.0
17623,3.0
16279,4.0
18425,5.0
1382,5.0
8240,5.0
14341,5.0
18291,3.0
22431,5.0
11283,4.0
12724,4.0
3602,5.0
8703,5.0
22118,5.0
14209,5.0
13787,4.0
20353,5.0
23091,5.0
22234,5.0
14424,4.0
2591,5.0
1460,3.0
8888,3.0
19501,4.0
18171,5.0
2540,5.0
12600,5.0
9234,5.0
3197,5.0
8981,5.0
5624,4.0
5023,3.0
5760,5.0
14840,5.0
15861,3.0
14542,4.0
14168,3.0
12215,5.0
1540,5.0
19375,3.0
15419,5.0
14063,5.0
10379,5.0
16685,5.0
10682,5.0
15920,1.0
17960,3.0
13419,5.0
20055,3.0
12274,5.0
4249,5.0
4349,5.0
13036,2.0
16861,4.0
22016,5.0
3072,5.0
14706,5.0
10329,5.0
19847,4.0
19736,4.0
759,4.0
22030,4.0
9290,4.0
7260,5.0
12802,4.0
15075,5.0
11993,2.0
1481,5.0
22665,3.0
18224,1.0
13667,5.0
18271,2.0
7395,3.0
9132,5.0
3645,4.0
15155,2.0
21476,4.0
1803,5.0
10100,4.0
14339,1.0
11661,4.0
4929,5.0
17645,4.0
7664,5.0
7492,5.0
2548,5.0
16139,3.0
4464,5.0
9125,4.0
9354,5.0
19350,5.0
10112,5.0
1239,4.0
5922,5.0
10275,4.0
13757,5.0
8085,2.0
20866,4.0
20760,4.0
5651,3.0
21462,5.0
7898,5.0
4917,5.0
433,4.0
15644,5.0
14156,5.0
13591,3.0
10038,4.0
19803,5.0
20841,5.0
16804,4.0
7963,4.0
1953,5.0
22832,5.0
19691,3.0
19978,5.0
3294,5.0
16903,5.0
13969,4.0
8891,3.0
17953,4.0
22185,5.0
18057,4.0
13335,5.0
6358,4.0
12326,5.0
12009,5.0
14638,5.0
14870,2.0
1755,4.0
15132,5.0
20729,4.0
20542,5.0
17498,5.0
16960,5.0
23793,4.0
14370,4.0
3804,5.0
751,5.0
9875,4.0
1800,5.0
9326,5.0
7811,5.0
11119,5.0
12988,3.0
2209,4.0
11447,5.0
12557,1.0
12880,3.0
20442,5.0
14411,4.0
9931,4.0
10652,2.0
11272,4.0
11678,4.0
2976,5.0
16733,4.0
5985,5.0
9279,4.0
16659,3.0
18995,1.0
9335,4.0
6048,5.0
7873,2.0
13364,4.0
7687,4.0
20252,4.0
21434,5.0
15325,5.0
2598,3.0
2520,3.0
7239,5.0
14174,3.0
15949,2.0
3907,2.0
213,5.0
23697,4.0
23055,5.0
6295,4.0
19727,4.0
9165,5.0
18279,4.0
17618,5.0
7968,5.0
697,5.0
2129,4.0
12367,5.0
2589,1.0
13355,4.0
12491,3.0
21990,5.0
7034,5.0
14152,4.0
18133,3.0
1244,5.0
2824,5.0
10596,5.0
8280,5.0
22393,5.0
21742,5.0
5249,5.0
2519,5.0
13523,1.0
18372,4.0
7986,5.0
20898,4.0
1670,1.0
4685,5.0
13836,5.0
5706,4.0
8171,4.0
17707,2.0
16064,4.0
14795,3.0
14131,1.0
1852,5.0
197,5.0
4155,5.0
19799,5.0
3538,4.0
6706,4.0
20443,3.0
16161,4.0
4133,4.0
15454,5.0
21304,4.0
13090,5.0
22395,5.0
5714,5.0
623,5.0
9861,3.0
19435,1.0
21699,2.0
4214,5.0
8695,5.0
15665,3.0
14603,5.0
7099,5.0
16776,4.0
19956,4.0
839,3.0
5474,5.0
9469,5.0
11876,5.0
12072,2.0
6739,4.0
21356,4.0
1677,4.0
22853,5.0
12562,4.0
15676,4.0
5406,5.0
1716,5.0
21961,4.0
2748,5.0
12388,4.0
996,5.0
15531,4.0
5863,5.0
14312,5.0
11118,4.0
9968,4.0
15287,5.0
12652,5.0
832,5.0
20986,2.0
4887,5.0
8946,5.0
13929,1.0
5354,4.0
18773,5.0
3663,4.0
13725,5.0
104,4.0
7869,5.0
4128,5.0
16366,5.0
20590,4.0
3207,5.0
4527,5.0
16060,4.0
5051,5.0
9010,4.0
11188,4.0
12670,5.0
14692,4.0
1413,5.0
23615,4.0
10337,3.0
20586,4.0
10789,3.0
6762,5.0
7376,3.0
19541,3.0
2866,5.0
12957,4.0
6550,4.0
9637,4.0
16163,5.0
564,5.0
19195,5.0
13710,5.0
807,4.0
410,4.0
6274,4.0
5662,5.0
10258,4.0
5244,4.0
5453,4.0
4463,5.0
9755,5.0
9077,4.0
7266,5.0
17386,4.0
15759,3.0
23553,5.0
22084,4.0
10819,5.0
18508,4.0
10524,4.0
6299,5.0
4546,4.0
18401,5.0
19135,5.0
6748,4.0
18354,5.0
10995,4.0
15025,5.0
1565,4.0
7410,5.0
19966,5.0
11482,4.0
12650,4.0
4695,5.0
18491,4.0
3475,5.0
9481,3.0
9281,4.0
17197,4.0
5111,4.0
21253,4.0
76,3.0
9665,5.0
7559,5.0
2661,5.0
9763,5.0
11077,5.0
7953,5.0
21827,2.0
22020,5.0
9940,5.0
5918,5.0
1971,5.0
6263,5.0
9147,1.0
7525,4.0
17622,5.0
6551,5.0
20262,5.0
2147,3.0
20126,4.0
1229,5.0
5998,5.0
23113,5.0
6957,5.0
2422,5.0
9786,5.0
14376,3.0
426,5.0
6058,4.0
17711,5.0
10588,5.0
22655,4.0
12578,3.0
7531,5.0
7917,4.0
13680,5.0
1824,5.0
8506,5.0
8527,5.0
12860,2.0
11235,4.0
23177,4.0
19444,4.0
22834,4.0
7513,5.0
16216,3.0
1630,4.0
738,4.0
11200,1.0
23789,3.0
8664,3.0
7994,5.0
18170,4.0
5416,5.0
23252,3.0
1148,5.0
16769,5.0
23604,5.0
14079,1.0
5641,5.0
12995,4.0
19410,3.0
11026,5.0
16443,5.0
8679,3.0
23178,4.0
8173,5.0
13410,5.0
9885,5.0
1300,5.0
13645,3.0
15545,5.0
22510,5.0
6441,5.0
13052,5.0
14014,5.0
4916,4.0
10679,5.0
19907,5.0
12028,5.0
15392,4.0
12408,5.0
20879,5.0
8157,5.0
15624,3.0
20011,5.0
10760,5.0
10168,4.0
10485,1.0
13101,3.0
7337,4.0
17842,4.0
6167,5.0
19967,5.0
12552,5.0
15002,5.0
23390,3.0
9242,4.0
1588,4.0
1913,5.0
2409,5.0
22060,4.0
13235,2.0
2547,5.0
20691,1.0
10300,5.0
19878,5.0
1060,3.0
15822,5.0
1167,2.0
21172,3.0
8600,3.0
4827,4.0
16826,4.0
16242,4.0
12819,5.0
21584,5.0
10947,5.0
5245,5.0
12259,5.0
10370,2.0
4634,5.0
16722,3.0
1966,5.0
12741,5.0
10277,5.0
12141,4.0
1243,5.0
15520,4.0
10278,5.0
8646,5.0
21,5.0
12788,4.0
13403,5.0
3156,5.0
15122,4.0
9569,5.0
23316,2.0
20826,5.0
18572,4.0
10719,3.0
3386,2.0
3116,5.0
16202,4.0
8297,4.0
12514,4.0
22097,4.0
23597,5.0
15490,5.0
355,4.0
3413,5.0
12725,2.0
7315,4.0
10999,5.0
13077,5.0
5503,2.0
16624,3.0
10056,1.0
16680,4.0
16181,3.0
20134,5.0
3415,2.0
3150,5.0
16912,4.0
10331,5.0
19781,4.0
2039,5.0
13134,5.0
8239,5.0
1513,5.0
4757,4.0
14590,4.0
22720,5.0
10449,4.0
3405,4.0
23140,3.0
6757,5.0
23050,3.0
9066,5.0
9999,5.0
12335,4.0
12233,5.0
11998,5.0
8471,2.0
2028,5.0
2652,5.0
7548,5.0
17838,5.0
18439,4.0
14686,4.0
13182,5.0
3334,5.0
22163,5.0
8434,5.0
21899,3.0
14581,5.0
16359,5.0
13908,4.0
9081,4.0
2932,3.0
12275,4.0
21696,5.0
18458,5.0
11173,2.0
22871,5.0
14535,5.0
19585,4.0
2947,5.0
20618,5.0
19785,5.0
2832,5.0
18657,4.0
7043,3.0
16433,4.0
514,4.0
894,3.0
5017,5.0
15117,5.0
16799,5.0
23690,5.0
1798,5.0
11014,4.0
3402,5.0
20026,4.0
8068,4.0
21863,3.0
6122,5.0
570,4.0
947,5.0
18939,4.0
3410,5.0
6261,5.0
17328,4.0
12253,3.0
11839,4.0
20722,5.0
8948,5.0
3130,4.0
8901,4.0
23231,4.0
15061,4.0
15310,2.0
22694,5.0
3358,5.0
8054,4.0
12038,5.0
14713,5.0
2168,5.0
1769,4.0
4798,3.0
6774,5.0
8879,5.0
12246,5.0
12191,5.0
3893,5.0
5783,5.0
18918,4.0
22258,5.0
22089,4.0
1322,5.0
7098,4.0
16959,5.0
306,5.0
4559,5.0
10937,4.0
7127,5.0
7942,3.0
15694,5.0
20497,5.0
4248,5.0
13015,2.0
